3.257553256085132243e-01,4.622952792156766189e-02,6.611394873730914723e-01
7.145704472089170478e-01,1.668755483629293795e-02,9.031199766668529527e-01
7.044684070950090193e-01,7.966484386234778947e-02,3.014737629656998319e-01
6.213718913322183734e-01,2.745757709383424283e-02,9.827724357738436556e-01
2.067646488302945507e-01,5.087942069511892929e-02,8.256207835544042695e-01
3.732674342370606579e-01,2.540159241608272445e-02,9.577913541547605769e-01
6.133154621349640179e-01,6.656851770057654882e-02,3.427054291886686976e-01
4.916794716130736265e-01,5.076405935720655627e-02,6.027451074945541221e-01
8.141052585301215005e-01,2.913057671965150683e-02,5.929032670175746755e-01
6.114455524706494671e-01,7.955903967887638373e-02,2.739971484361696241e-01
5.901013735750478828e-01,5.909575025028541290e-02,4.606165687650601304e-01
3.920822087508598619e-01,2.985888768562442244e-02,8.928816336681262289e-01
8.012412839079261495e-01,4.623087926958245608e-02,5.142943867909703926e-01
7.297340934771580079e-01,3.802144187645433576e-02,8.300277346923153887e-01
5.357027037879615872e-01,5.176601851954761718e-02,5.785037954245825231e-01
6.431675802783946017e-01,6.398020562022907476e-02,3.569359818776535187e-01
6.692097450267269210e-01,2.251786465931585046e-02,8.989256610802879299e-01
3.756984989259596341e-01,3.604584913105669114e-02,7.765171899441034586e-01
3.210459568424876009e-01,5.263875711628145798e-02,6.481787578871691657e-01
4.836212707453505510e-01,2.884150386614669700e-02,7.793832068218067288e-01
7.188281789766201024e-01,4.822449126610284936e-02,3.692145287078409943e-01
7.489020147271193695e-01,6.101650904773160689e-02,3.290488937065225716e-01
6.818012404076951860e-01,2.737876878445526588e-02,8.282824864511639795e-01
6.944979516421742050e-01,4.090097129703977596e-02,5.133766956052349117e-01
7.162917737350105174e-01,5.052806315882696353e-02,4.540696455088917283e-01
8.358466759616491881e-01,5.754215073683367071e-02,3.769416318015990086e-01
7.054081967554560739e-01,2.826014897666866491e-02,9.491855480677408030e-01
7.681851412417283198e-01,5.655192079899865054e-02,6.222233686800460184e-01
4.982825321115222916e-01,6.014559582247844260e-02,6.698278182429984184e-01
8.567114842877867620e-01,9.977590775442858606e-02,2.463222313589509271e-01
9.826760411101578274e-01,3.186042866515702288e-02,7.226865226248817553e-01
9.677397897058367393e-01,2.381331524009658307e-02,7.621772493884687583e-01
6.642722242188326964e-01,3.010420782528155231e-02,7.615477415831658492e-01
8.097082960148225261e-01,3.249635090931034254e-02,7.045431892056458478e-01
8.939843413832415653e-01,2.629732910033297233e-02,8.014075903112851673e-01
9.193699062364127927e-01,2.578211889571031812e-02,8.414256545795808506e-01
8.185192503598096581e-01,7.422455504942365723e-02,4.438450722013891347e-01
4.826042100771324450e-01,3.270377805850206016e-02,8.488929670629055124e-01
3.680549207467823103e-01,3.659113848562313420e-02,9.284044371994605305e-01
8.697647679815362354e-01,3.245619055286425025e-02,6.566410221123378799e-01
4.512312685819568903e-01,2.866436498356016507e-02,9.458873053012225585e-01
6.661665054471845870e-01,5.563912922312823361e-02,5.800643273435850400e-01
7.436259790373935807e-01,4.050898652758502805e-02,7.771924983821870692e-01
7.508323787380841718e-01,2.883818740816473936e-02,9.818369909316733146e-01
6.240166273471708935e-01,7.796177545070086257e-02,3.814257936934371540e-01
3.240584493153292334e-01,4.555755384057884327e-02,6.557466144584527257e-01
5.586686674594801838e-01,2.637774278640009698e-02,9.976861070034374057e-01
4.440447958555617247e-01,6.235879870652357576e-02,3.918267817813709253e-01
5.585097289189178138e-01,3.060936444236043649e-02,8.416346157013642193e-01
4.062447349878594016e-01,4.322269311440431194e-02,6.692473547082149476e-01
