1.425283267107449736e-01,2.640541609492423700e-03
1.430803949478196002e-01,2.017579564797624715e-03
1.447593480277138966e-01,4.582018901830034680e-04
1.445636472543532225e-01,5.358860848638013824e-04
1.421368368561968243e-01,2.912382756523189398e-03
1.445070714362717279e-01,6.697932606048095580e-04
1.444039219277566677e-01,6.045967808282597935e-04
1.442785081962265348e-01,6.781628217753038956e-04
1.449494311966874893e-01,2.433739011704006880e-04
1.444877123232373717e-01,6.434244784033758043e-04
1.440507103131644373e-01,9.533102974901765548e-04
1.443247764532452071e-01,7.056569428072007261e-04
1.447958058123706426e-01,3.053498784035624052e-04
1.426219044987815376e-01,2.468479762646252559e-03
1.441904587600533749e-01,1.163810800777186679e-03
1.410773119136648490e-01,3.960848710398493823e-03
1.439245958668723679e-01,8.874525079424014102e-04
1.436289709093914457e-01,1.500227349643669297e-03
1.440858621600299427e-01,1.233709982583677551e-03
1.439284891350358919e-01,1.094793022993631459e-03
1.435613551067848048e-01,1.426058392204168678e-03
1.447715162846716364e-01,3.009335665061692051e-04
1.434315651090472821e-01,1.511453916660560016e-03
1.440791536930176031e-01,1.019724235404484165e-03
1.445560045702131147e-01,6.272876276528359819e-04
1.426262276017848385e-01,2.390902707959738013e-03
1.436033753874257912e-01,1.710492761316551339e-03
1.445441869422746384e-01,5.559586509631743749e-04
1.433896938893455542e-01,1.541161631525669960e-03
1.450427322628662363e-01,1.086293989657045281e-04
1.448822429707212478e-01,5.182230403164945158e-05
1.446775215139841919e-01,7.587104671495107028e-04
1.434025320600565145e-01,1.503217705452268701e-03
1.426409322797718426e-01,2.539370637366022369e-03
1.447442926319565393e-01,6.657595811814986855e-04
1.439416470509313206e-01,1.103771234571054990e-03
1.426632471613132891e-01,2.389752363977989003e-03
1.437556063974593235e-01,1.280520563157022803e-03
1.444476955458904865e-01,6.865400908272864706e-04
1.439534072183592528e-01,9.478703118197290712e-04
1.449276145632095725e-01,1.654105013556603871e-04
1.426471550876295680e-01,2.440909566745739969e-03
1.437095352107295443e-01,1.239143914407678541e-03
1.421079321020703168e-01,2.921370275952086225e-03
1.447622870317755439e-01,3.998065275808964508e-04
1.438447419872398436e-01,1.054947359745714644e-03
1.432077394969179518e-01,1.642214141246849200e-03
1.449378551556805839e-01,1.084308871544793719e-04
1.431384350600128641e-01,2.021177641380648982e-03
1.447456919995419589e-01,3.757792157242652417e-04
1.439499040676059383e-01,1.011705919705080435e-03
1.432985377335397603e-01,1.573443715156602014e-03
1.438025088868521428e-01,1.245778157099053070e-03
1.443351700126611348e-01,6.092869186543053029e-04
1.431994577883379527e-01,1.940700709098719910e-03
1.435078234773938533e-01,1.397525626929077384e-03
1.436709168230115019e-01,1.481267146517021693e-03
1.441015953673583094e-01,9.790174162468473149e-04
1.444173578511119549e-01,6.467720951169983641e-04
1.434347628697268673e-01,1.425625250923585972e-03
1.438377592651027825e-01,1.035861875420979530e-03
1.448437806313873366e-01,1.780439893674036662e-04
1.448289613140107956e-01,1.751029284856718158e-04
1.425877590506678394e-01,2.518691177634212446e-03
1.437854817058693280e-01,1.164107402516806940e-03
1.444147673636535234e-01,4.594816389829493712e-04
1.448787780408401227e-01,2.485500943728110495e-04
1.415850066801840057e-01,3.516522720057120924e-03
1.430967220396795192e-01,2.042790802827884524e-03
1.435293204986157756e-01,1.453384553288686407e-03
1.436907349390939281e-01,1.536641034493616779e-03
1.436195748621586499e-01,1.483775832448934332e-03
1.437518680073175958e-01,1.275907082290618499e-03
1.452440041449541974e-01,2.521842920014004050e-04
1.445448060387221345e-01,6.382035277810531836e-04
1.421480826936376562e-01,2.965431430485860644e-03
1.438223055706984721e-01,1.033446433371811241e-03
1.411701046168969409e-01,3.899749393866502878e-03
1.444341399600231612e-01,6.695994452295584050e-04
1.449624866159160141e-01,2.911102048508115757e-04
1.431442980376833318e-01,1.960167769706778855e-03
1.442588008924100829e-01,8.061300888839151562e-04
1.436199320164448234e-01,1.598833005449394433e-03
1.433917364999077459e-01,1.473191230537605929e-03
1.440518041359266088e-01,1.022669238870724338e-03
1.426385155528031301e-01,2.524311481950953107e-03
1.434446340158009037e-01,1.492827008486925094e-03
1.434842427748717342e-01,1.477817962467000389e-03
1.445390083482979149e-01,5.854773348901996018e-04
1.431534000857883626e-01,1.961487447759962394e-03
1.443803132394585742e-01,4.867437234587966522e-04
1.433820790919975996e-01,1.534401502584923672e-03
1.443949429104315341e-01,6.391300792204105199e-04
1.442741020216835868e-01,6.269461319836439278e-04
1.443114605759746871e-01,5.818969283312706202e-04
1.436674402502397252e-01,1.454133782518736038e-03
1.441497268249455621e-01,1.117940976253991485e-03
1.431325740219848985e-01,1.904835654633996872e-03
1.439442854638060820e-01,1.030755836268046517e-03
1.430912407624016225e-01,2.051455926646373121e-03
1.448438302045414461e-01,4.763620974988628555e-05
1.442436916456387996e-01,8.224117883811170055e-04
1.439552610421053203e-01,9.363448357563612309e-04
1.430870588017953970e-01,2.129241312334008950e-03
1.444047130911659260e-01,6.765399027864213389e-04
1.437205883093564118e-01,1.190311328733543311e-03
1.435124263824769653e-01,1.473668609428007651e-03
1.442820826132345524e-01,8.013895129955405858e-04
1.447995961951201727e-01,3.655869456398358518e-04
1.421057788974182945e-01,2.920598881576394294e-03
1.445180714243387288e-01,5.361120807041815572e-04
1.430504546822001788e-01,2.158632567690029272e-03
1.444026206187265515e-01,4.324179190027377774e-04
1.435517606239399557e-01,1.431701686839892103e-03
1.426176150516616503e-01,2.557503492272031331e-03
1.439044011922609445e-01,1.006966708245331720e-03
1.444274125003219278e-01,4.917789682016998100e-04
1.440287556749466902e-01,1.010575484372341383e-03
1.437684638212891608e-01,1.149747965734295059e-03
1.449044830896566716e-01,2.281169265949544605e-04
1.439948080110650952e-01,1.061214526738303359e-03
1.443398122782791060e-01,4.729104732177019459e-04
1.425642593792474933e-01,2.570978321796011084e-03
1.444699981273175060e-01,6.137755844987910535e-04
1.448085842030786274e-01,2.320232699637665491e-04
1.433178915177763524e-01,1.579528143119243418e-03
1.438105387531657120e-01,1.068173983752356004e-03
1.443554100468756318e-01,5.703362992846182020e-04
1.449352907330076212e-01,5.543999800187955152e-05
1.448698179079209725e-01,3.119528064218646127e-04
1.430837094019076217e-01,2.044578630634880274e-03
1.442718164286478089e-01,8.458757266320433279e-04
1.439588042823745084e-01,1.021683892693006114e-03
1.447314426208204108e-01,6.292821293629576257e-04
1.439753715345090390e-01,1.028028468469814214e-03
1.436485579370652133e-01,1.449650469570269414e-03
1.437556735198651514e-01,1.521564707475661811e-03
1.441047757873394897e-01,9.967144296185571992e-04
1.445933068611885697e-01,5.844675376705087827e-04
1.448977058739777113e-01,1.372683251792665036e-04
1.440811908437647226e-01,1.008222865834564226e-03
1.433011090450217462e-01,1.566760018974561663e-03
1.432512785686529677e-01,2.013094958005607130e-03
1.442703025943136153e-01,7.793400115482834907e-04
1.437785454247620109e-01,1.248831874464805631e-03
1.447747591780646770e-01,2.799279045955621581e-04
1.426450709065405220e-01,2.432257909766564336e-03
1.441536903551341453e-01,1.105307564247219945e-03
1.438911022632696213e-01,9.300658628961016791e-04
1.444303150225982324e-01,6.152559230450916315e-04
1.435987637849937826e-01,1.714597573011983778e-03
1.442901258669880837e-01,5.821929948217557200e-04
1.438080962527694684e-01,1.193876324730435649e-03
1.437132542700362003e-01,1.562391337026800128e-03
1.447772416208372437e-01,4.303819981309836519e-04
1.425959891406863300e-01,2.494569190132684636e-03
1.448099832444700030e-01,4.109057891010819323e-04
1.442835945989099644e-01,8.361072468993378847e-04
1.445475443660263482e-01,5.498659049211795154e-04
1.432791237209776747e-01,1.543302162972061929e-03
1.442127688083664205e-01,1.146293081529822658e-03
1.434562583846367145e-01,1.391065418989284597e-03
1.443917345686364373e-01,6.384899885858840579e-04
1.440191047200261310e-01,1.027579036523579986e-03
1.443309304008495442e-01,6.721487819270130634e-04
1.439149406952901777e-01,1.115674032343324943e-03
1.440340906619008154e-01,9.682079775098235280e-04
1.447622094364133249e-01,4.588037363070565904e-04
1.444739088108023262e-01,7.032434855846908268e-04
1.433086412508050300e-01,1.609550032700967758e-03
1.434288832261439717e-01,1.416630824396001437e-03
1.447339744461165756e-01,6.340378781090429995e-04
1.444542123635668140e-01,7.216134678273554860e-04
1.435087856051567301e-01,1.382933199989473151e-03
1.431039198860961925e-01,2.097148762108387750e-03
1.435826025772136416e-01,1.423067427031575764e-03
1.438933843417023739e-01,9.438304844036095580e-04
1.434759512771322520e-01,1.389299281000112157e-03
1.447855993937709751e-01,2.269515847350630252e-04
1.433441572651625029e-01,1.455357251216097192e-03
1.437865587356175756e-01,1.526150721758311093e-03
1.449621791002752291e-01,2.381556333833781749e-04
1.447206947558609957e-01,6.530041306540476913e-04
1.439011037515900981e-01,1.015540394027501922e-03
1.431021760954987454e-01,1.967228233290353734e-03
1.439912915082740275e-01,1.032315398664523931e-03
1.442036951270364853e-01,9.165249054926137735e-04
1.431477674575148962e-01,1.964641424838427068e-03
