2.630642438740574685e-01,1.109467769581784086e-01,5.448550095674772192e-02
2.350620764946206864e-01,1.700024085776503241e-02,4.966522963667120982e-01
1.919270992781131335e-01,5.961616181460346192e-02,1.805416112074312296e-01
2.405745730371322555e-01,5.026019982615190923e-02,2.169987182866220388e-01
2.058679612312720175e-01,1.259008446536060699e-01,3.258062744348284856e-02
3.426628769986421741e-01,5.848720696335787256e-02,2.014590545263326704e-01
5.093384320113886199e-01,5.555309934550614615e-02,1.331919226839422266e-01
2.802194117489050229e-01,6.967155789017269452e-02,2.426746311022031644e-01
7.283925048146928649e-01,9.173138269416821269e-03,7.369021344468894563e-01
2.348159070818294780e-01,3.968606335224059839e-02,2.052924280430352411e-01
4.335431069204927490e-01,5.956656147820611757e-02,9.258878583078763991e-02
2.354944622182191805e-01,1.175150187039021299e-01,6.435491705000866147e-02
2.794711519619247908e-01,2.925879632143844888e-02,3.491833410513763281e-01
2.165173444597934260e-01,5.124375246415836804e-02,2.163805084138678558e-01
2.093046536956967019e-01,9.902385207766889463e-02,7.941478084458597486e-02
4.815933848195804723e-01,9.974401444288344409e-02,2.319365263979233927e-02
2.311631637088888414e-01,3.221140727570436652e-02,2.847702870317415647e-01
2.959129952558688381e-01,6.221579759253345610e-02,1.870889932042932857e-01
8.159108422478772438e-01,3.532454395873402958e-02,1.790316706529705426e-01
4.976302656562017757e-01,6.985541457804679555e-02,1.198081037047797059e-01
1.203444568439858420e-01,3.029364074311492738e-02,2.689848664121535782e-01
3.766239461595299320e-01,4.055752430800303038e-02,2.289425421514697245e-01
9.286159807995570947e-01,2.393929981636593041e-02,1.825635099210443923e-01
9.437047962192683936e-01,2.927464306948655837e-02,2.050781772752739984e-01
8.484266524405139620e-01,6.974061262162487007e-02,7.677701887612393972e-02
4.228259680455624392e-01,3.212333546340809254e-02,3.931511129012709160e-01
1.390079447992549344e-01,7.741357569040573094e-02,1.474900432499539615e-01
8.638368865379765227e-01,4.195935499110146905e-02,1.188301048886965250e-01
2.961273728805359218e-01,3.747028162241659160e-02,3.088251030813419784e-01
4.390571755464197645e-01,6.639916686481922570e-02,9.798062379308125625e-02
9.368625740771368005e-01,1.937695770938050246e-02,2.643541735286240035e-01
6.687296762601109279e-01,3.381160373994970825e-02,1.282441337536748827e-01
1.649673949535560846e-01,7.277517962387181072e-02,1.433713990572775265e-01
2.918908180074182290e-01,5.318183306580783615e-02,1.358728663172686368e-01
3.999734402210670670e-01,2.517497202003043597e-02,4.169342511194681355e-01
1.188079610201572822e-01,3.009755254009718883e-02,3.911905032654898751e-01
2.747773417047518763e-01,2.805236928106419683e-02,5.019070521057948930e-01
8.685089396021504760e-01,6.397273619153787116e-02,6.446277021377735950e-02
1.974749358242000041e-01,4.720987405338841758e-02,3.369541435721647993e-01
4.409060294239844913e-01,5.731386911205074708e-02,1.435210533467128624e-01
2.319107058348117978e-01,2.641157152869009345e-02,3.191151798580728061e-01
9.082559296320531494e-01,9.708927745230008788e-03,3.073358943271022881e-01
9.427302748505040908e-01,1.712842968448932343e-02,4.602680807504269667e-01
5.087422205599565483e-01,2.247263818429060672e-02,2.932041597981205894e-01
1.911084199232674363e-01,6.806175813806805697e-02,2.249498151919149258e-01
6.375390489462063881e-01,4.683234904924921116e-02,1.577548276659679893e-01
9.939359127029970820e-01,1.940056881670224401e-02,3.309792983417590984e-01
6.031848034928840585e-01,5.090355615554227608e-02,1.269123697188802580e-01
4.106934818182371716e-01,1.021252449345092794e-01,3.951244734803731340e-02
